Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_000953135.1,1212491,Legionella fallonii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/135/GCF_000953135.1_LFA
GCF_004768545.1,96344,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/545/GCF_004768545.1_ASM476854v1
GCF_000064305.2,402612,Flavobacterium psychrophilum,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/064/305/GCF_000064305.2_ASM6430v2
GCF_000739395.1,96345,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/395/GCF_000739395.1_ASM73939v1
GCF_000754365.1,1452725,Flavobacterium psychrophilum,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/365/GCF_000754365.1_ASM75436v1
GCF_000754405.1,1452724,Flavobacterium psychrophilum,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/405/GCF_000754405.1_ASM75440v1
GCF_012030695.1,96495,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/030/695/GCF_012030695.1_ASM1203069v1
GCF_001922305.1,96773,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/305/GCF_001922305.1_ASM192230v1
GCF_002951955.1,96942,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/955/GCF_002951955.1_ASM295195v1
GCF_000210915.2,862908,Halobacteriovorax marinus,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/915/GCF_000210915.2_ASM21091v2
GCF_002442875.1,97084,,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/875/GCF_002442875.1_ASM244287v1
GCF_000266925.1,891968,Acetomicrobium mobile,Bacteria,Synergistetes,Synergistia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/925/GCF_000266925.1_ASM26692v1
GCF_000248095.2,1130798,Lactobacillus mucosae,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/095/GCF_000248095.2_ASM24809v3
GCF_902502875.1,97707,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/502/875/GCF_902502875.1_C03_1.2
GCF_000829195.1,98228,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/195/GCF_000829195.1_ASM82919v1
GCF_000316575.1,99598,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/575/GCF_000316575.1_ASM31657v1
GCF_003391095.1,100225,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/095/GCF_003391095.1_ASM339109v1
GCF_000020525.1,517418,Chloroherpeton thalassium,Bacteria,Chlorobi,Chlorobia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1
GCF_000306885.1,100901,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/885/GCF_000306885.1_ASM30688v1
GCF_000265385.1,746697,Aequorivita sublithincola,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/385/GCF_000265385.1_ASM26538v1
GCF_000011745.1,291272,Candidatus Blochmannia pennsylvanicus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/745/GCF_000011745.1_ASM1174v1
GCF_001941865.1,741155,Pseudomonas alcaliphila,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/865/GCF_001941865.1_ASM194186v1
GCF_000959245.1,1249668,Burkholderia ubonensis,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/245/GCF_000959245.1_ASM95924v1
GCF_001718355.1,101571,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/355/GCF_001718355.1_ASM171835v1
GCF_000317575.1,111780,Stanieria cyanosphaera,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/575/GCF_000317575.1_ASM31757v1
GCF_000233715.2,767817,Desulfallas gibsoniae,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/715/GCF_000233715.2_ASM23371v3
GCF_000246835.1,1069533,Streptococcus infantarius,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/835/GCF_000246835.1_ASM24683v1
GCF_001477615.1,102684,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/615/GCF_001477615.1_ASM147761v1
GCF_000009705.1,103690,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/705/GCF_000009705.1_ASM970v1
GCF_000328705.1,1179773,Saccharothrix espanaensis,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/705/GCF_000328705.1_ASM32870v1
GCF_009498035.1,103733,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/035/GCF_009498035.1_ASM949803v1
GCF_000511305.1,1435356,Rhodococcus pyridinivorans,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/305/GCF_000511305.1_ASM51130v1
GCF_002269365.1,103816,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/365/GCF_002269365.1_ASM226936v1
GCF_001078275.1,103855,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/275/GCF_001078275.1_ASM107827v1
GCF_001874645.1,104087,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/645/GCF_001874645.1_ASM187464v1
GCF_002549835.1,104102,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/835/GCF_002549835.1_ASM254983v1
GCF_009362255.1,104268,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/362/255/GCF_009362255.1_ASM936225v1
GCF_003367705.1,104336,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/705/GCF_003367705.1_ASM336770v1
GCF_000463345.2,104623,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/345/GCF_000463345.2_ASM46334v3
GCF_007036205.1,104628,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/036/205/GCF_007036205.1_ASM703620v1
GCF_008876665.1,104955,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/876/665/GCF_008876665.1_ASM887666v1
GCF_000954135.1,105219,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/135/GCF_000954135.1_ASM95413v2
GCF_000015725.1,420662,Methylibium petroleiphilum,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/725/GCF_000015725.1_ASM1572v1
GCF_000013345.1,106370,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/345/GCF_000013345.1_ASM1334v1
GCF_000009285.1,381666,Cupriavidus necator,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/285/GCF_000009285.1_ASM928v2
GCF_000219215.1,1042878,Cupriavidus necator,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1
GCF_002011925.2,106590,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/925/GCF_002011925.2_ASM201192v2
GCF_000697965.2,106592,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/965/GCF_000697965.2_ASM69796v2
GCF_001020955.1,106634,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/955/GCF_001020955.1_ASM102095v1
GCF_002813045.1,106648,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/045/GCF_002813045.1_ASM281304v1
GCF_002370525.2,106649,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/525/GCF_002370525.2_ASM237052v2
GCF_000814165.3,106654,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/165/GCF_000814165.3_ASM81416v3
GCF_005281455.1,1343071,Acinetobacter nosocomialis,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/455/GCF_005281455.1_ASM528145v1
GCF_004803875.1,107401,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/875/GCF_004803875.1_ASM480387v1
GCF_900119795.1,1349785,Tenacibaculum maritimum,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/795/GCF_900119795.1_MARIT_PRJEB17743
GCF_000702925.2,107637,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/925/GCF_000702925.2_ASM70292v2
GCF_000019965.1,452637,Opitutus terrae,Bacteria,Verrucomicrobia,Opitutae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/965/GCF_000019965.1_ASM1996v1
GCF_000227685.2,713585,Thioalkalivibrio paradoxus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/685/GCF_000227685.2_ASM22768v3
GCF_000025645.1,580331,Thermoanaerobacter italicus,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/645/GCF_000025645.1_ASM2564v1
GCF_003966675.1,108980,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/675/GCF_003966675.1_ASM396667v1
GCF_001971565.1,108981,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/565/GCF_001971565.1_ASM197156v1
GCF_000499665.2,109232,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/665/GCF_000499665.2_RMONA_1
GCF_007990365.1,109328,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/365/GCF_007990365.1_ASM799036v1
GCF_004795955.1,109663,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/795/955/GCF_004795955.1_ASM479595v1
GCF_001936235.1,109790,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/235/GCF_001936235.1_ASM193623v1
GCF_000017145.1,366394,Sinorhizobium medicae,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/145/GCF_000017145.1_ASM1714v1
GCF_000015305.1,350058,Mycolicibacterium vanbaalenii,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/305/GCF_000015305.1_ASM1530v1
GCF_000012625.1,110662,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/625/GCF_000012625.1_ASM1262v1
GCF_004011135.1,1328866,Rathayibacter festucae,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/135/GCF_004011135.1_ASM401113v1
GCF_009834205.1,110937,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/205/GCF_009834205.1_ASM983420v1
GCF_001553565.1,111015,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/565/GCF_001553565.1_ASM155356v1
GCF_000224085.1,886377,Muricauda ruestringensis,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/085/GCF_000224085.1_ASM22408v1
GCF_000316605.1,111781,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/605/GCF_000316605.1_ASM31660v1
GCF_003815775.1,112234,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/775/GCF_003815775.1_ASM381577v1
GCF_900476055.1,113107,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/055/GCF_900476055.1_53750_F01
GCF_001547755.1,1303921,Bathymodiolus septemdierum thioautotrophic gill symbiont,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/755/GCF_001547755.1_ASM154775v1
GCF_002982135.1,114090,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/982/135/GCF_002982135.1_ASM298213v1
GCF_000010365.1,387662,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/365/GCF_000010365.1_ASM1036v1
GCF_000287235.1,1202536,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/235/GCF_000287235.1_ASM28723v1
GCF_000287255.1,1202537,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/255/GCF_000287255.1_ASM28725v1
GCF_000287275.1,1202538,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/275/GCF_000287275.1_ASM28727v1
GCF_000287295.1,1202539,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/295/GCF_000287295.1_ASM28729v1
GCF_000287315.1,1202540,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/315/GCF_000287315.1_ASM28731v1
GCF_000441575.1,667013,Candidatus Carsonella ruddii,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/575/GCF_000441575.1_ASM44157v1
GCF_001274515.1,114186,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/515/GCF_001274515.1_ASM127451v1
GCF_000292685.1,1206109,Candidatus Portiera aleyrodidarum,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/292/685/GCF_000292685.1_ASM29268v1
GCF_000298385.1,1239881,Candidatus Portiera aleyrodidarum,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/385/GCF_000298385.1_ASM29838v1
GCF_000827855.1,1163752,Candidatus Portiera aleyrodidarum,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/855/GCF_000827855.1_ASM82785v1
GCF_002849975.1,91844,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/975/GCF_002849975.1_ASM284997v1
GCF_002998925.1,114527,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/925/GCF_002998925.1_ASM299892v1
GCF_000026145.1,114615,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/145/GCF_000026145.1_ASM2614v1
GCF_000022085.1,460265,Methylobacterium nodulans,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/085/GCF_000022085.1_ASM2208v1
GCF_900660705.1,114880,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/705/GCF_900660705.1_57612_F01-3
GCF_900660685.1,114881,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/685/GCF_900660685.1_57572_G01-3
GCF_900660665.1,114885,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/665/GCF_900660665.1_57612_D01-3
GCF_002442575.1,115561,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/575/GCF_002442575.1_ASM244257v1
GCF_900176205.1,115808,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/205/GCF_900176205.1_BRAD285_PRJEB202261_v1
GCF_010669085.1,116090,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/085/GCF_010669085.1_ASM1066908v1
GCF_009176705.1,116092,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/705/GCF_009176705.1_ASM917670v1
GCF_008705135.1,116188,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/705/135/GCF_008705135.1_ASM870513v1
GCF_000013985.1,317655,Sphingopyxis alaskensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/985/GCF_000013985.1_ASM1398v1
GCF_000025725.1,522772,Denitrovibrio acetiphilus,Bacteria,Deferribacteres,Deferribacteres,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/725/GCF_000025725.1_ASM2572v1
GCF_000317105.1,56110,Oscillatoria acuminata,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/105/GCF_000317105.1_ASM31710v1
GCF_001543145.1,119206,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/145/GCF_001543145.1_ASM154314v1
GCF_000196015.1,266264,Cupriavidus metallidurans,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/015/GCF_000196015.1_ASM19601v1
GCF_002944765.1,119219,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/944/765/GCF_002944765.1_ASM294476v1
GCF_000217815.1,688269,Pseudothermotoga thermarum,Bacteria,Thermotogae,Thermotogae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/815/GCF_000217815.1_ASM21781v1
GCF_000014965.1,335543,Syntrophobacter fumaroxidans,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/965/GCF_000014965.1_ASM1496v1
GCF_002202015.1,119858,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/015/GCF_002202015.1_ASM220201v1
GCF_000192865.1,717774,Marinomonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/865/GCF_000192865.1_ASM19286v1
GCF_900637915.1,119981,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/915/GCF_900637915.1_52941_B01
GCF_002355855.1,120107,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/855/GCF_002355855.1_ASM235585v1
GCF_000221005.1,520461,Brucella pinnipedialis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/005/GCF_000221005.1_ASM22100v1
GCF_000740275.1,120576,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/275/GCF_000740275.1_ASM74027v1
GCF_000590795.1,1423891,Brucella ceti,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/795/GCF_000590795.1_ASM59079v1
GCF_000590815.1,1407053,Brucella ceti,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/815/GCF_000590815.1_ASM59081v1
GCF_010365865.1,120683,,Bacteria,Spirochaetes,Spirochaetia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/865/GCF_010365865.1_ASM1036586v1
GCF_000017805.1,383372,Roseiflexus castenholzii,Bacteria,Chloroflexi,Chloroflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/805/GCF_000017805.1_ASM1780v1
GCF_001484605.1,121292,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/605/GCF_001484605.1_ASM148460v1
GCF_001484065.1,121719,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/065/GCF_001484065.1_ASM148406v1
GCF_003574985.1,1402210,Pannonibacter phragmitetus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/985/GCF_003574985.1_ASM357498v1
GCF_011040435.1,122355,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/040/435/GCF_011040435.1_ASM1104043v1
GCF_011455495.1,123824,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/455/495/GCF_011455495.1_ASM1145549v1
GCF_002860045.1,123899,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/045/GCF_002860045.1_ASM286004v1
GCF_002393505.1,126385,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/505/GCF_002393505.1_ASM239350v1
GCF_010728155.1,126673,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/155/GCF_010728155.1_ASM1072815v1
GCF_000832145.1,126738,,Bacteria,Thermotogae,Thermotogae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/145/GCF_000832145.1_ASM83214v1
GCF_000019625.1,126740,,Bacteria,Thermotogae,Thermotogae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/625/GCF_000019625.1_ASM1962v1
GCF_009363115.1,128574,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/115/GCF_009363115.1_ASM936311v1
GCF_001314305.1,128780,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/305/GCF_001314305.1_ASM131430v1
GCF_001543245.1,128944,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/245/GCF_001543245.1_ASM154324v1
GCF_001618685.1,129338,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/685/GCF_001618685.1_ASM161868v1
GCF_000400635.2,129921,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/635/GCF_000400635.2_ASM40063v2
GCF_000012865.1,246194,Carboxydothermus hydrogenoformans,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/865/GCF_000012865.1_ASM1286v1
GCF_000017305.1,266940,Kineococcus radiotolerans,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/305/GCF_000017305.1_ASM1730v1
GCF_001553625.1,888061,Desulfomicrobium orale,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/625/GCF_001553625.1_ASM155362v1
GCF_008704395.1,132473,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/395/GCF_008704395.1_ASM870439v1
GCF_000014565.1,101510,Rhodococcus jostii,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/565/GCF_000014565.1_ASM1456v1
GCF_000299435.1,1087448,Exiguobacterium antarcticum,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/435/GCF_000299435.1_ASM29943v1
GCF_003255895.1,133448,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/255/895/GCF_003255895.1_ASM325589v1
